subjectAuthorizedFormOfName,relationType,objectAuthorizedFormOfName,description,date,startDate,endDate,culture
"Vieira da Silva",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"Benito Gama",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Presidente da Subcomissão",,,,pt_BR
"Roberto Torres",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"Virgílio Guimarães",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"Geraldo Fleming",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"Irajá Rodrigues",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"Ivo Vanderlinde",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"Nion Albernaz",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"Osmundo Rebouças",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"Márcio Braga",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"Simão Sessim",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"João Castelo",associativo,"Subcomissão de Tributos Participação e Distribuição das Receitas","Titular da Subcomissão",,,,pt_BR
"José Maurício",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Fernando Gomes",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Geraldo Bulhões",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Gerson Marcondes",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Gil César",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Hélio Rosas",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Antonio Ferreira",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Jayme Santana",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"João Lobo",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Osvaldo Bender",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Expedito Machado",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Roberto Jefferson",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Hermes Zaneti",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"José Melo",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Manoel Ribeiro",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Paulo Almada",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Paulo Roberto",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Osmar Leitão",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Vitor Trovão",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Suplente da Subcomissão",,,,pt_BR
"Jessé Freire",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Carrel Benevides",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","1° Vice-Presidente da Subcomissão",,,,pt_BR
"João Natal",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","2° Vice-Presidente da Subcomissão",,,,pt_BR
"José Luiz Maia",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Relator da Subcomissão",,,,pt_BR
"Carlos Alberto De'Carli",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Firmo de Castro",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"João Carlos Bacelar",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Flávio Rocha",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Furtado Leite",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"João Alves",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Presidente da Subcomissão",,,,pt_BR
"Féres Nader",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Fábio Raunheitti",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"José Guedes",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Jovanni Masini",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Lézio Sathler",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Naphtali Alves de Souza",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Wilson Campos",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Messias Góis",associativo,"Subcomissão de Orçamento e Fiscalização Financeira","Titular da Subcomissão",,,,pt_BR
"Cesar Maia",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"João Calmon",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Antônio Gaspar",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Ismael Wanderley",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Joaci Góes",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"José Tavares",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Alexandre Costa",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Gandi Jamil",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Homero Santos",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Delfim Netto",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Aluízio Bezerra",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Olívio Dutra",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Osvaldo Sobrinho",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Paes de Andrade",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Rubem Branquinho",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Sérgio Naya",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Virgildásio de Senna",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Gilson Machado",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Victor Fontana",associativo,"Subcomissão do Sistema Financeiro","Suplente da Subcomissão",,,,pt_BR
"Adroaldo Streck",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Divaldo Suruagy",associativo,"Subcomissão do Sistema Financeiro","1° Vice-Presidente da Subcomissão",,,,pt_BR
"Sérgio Werneck",associativo,"Subcomissão do Sistema Financeiro","2° Vice-Presidente da Subcomissão",,,,pt_BR
"Fernando Gasparian",associativo,"Subcomissão do Sistema Financeiro","Relator da Subcomissão",,,,pt_BR
"Basílio Villani",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Darcy Deitos",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Harlan Gadelha",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"José Carlos Vasconcellos",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Ivan Bonato",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Ruberval Pilotto",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Cid Sabóia de Carvalho",associativo,"Subcomissão do Sistema Financeiro","Presidente da Subcomissão",,,,pt_BR
"Roberto Jefferson",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Luiz Gushiken",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Mauro Campos",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Rose de Freitas",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Sérgio Spada",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Walmor de Luca",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"João Machado Rollemberg",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Pedro Ceolin",associativo,"Subcomissão do Sistema Financeiro","Titular da Subcomissão",,,,pt_BR
"Subcomissão de Orçamento e Fiscalização Financeira",associativo,"Osmar Leitão","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Osmar Leitão","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Osmar Leitão","1° Vice-Presidente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Osmar Leitão","Suplente da Comissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Osmir Lima","Titular da Comissão",,,,pt_BR
"Subcomissão de Garantia da Constituição Reformas e Emendas",associativo,"Osmir Lima","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Osmir Lima","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Negros, Populações Indígenas, Pessoas Deficientes e Minorias",associativo,"Osmir Lima","Suplente da Subcomissão",,,,pt_BR
"José Lins",associativo,"Comissão da Ordem Econômica","Presidente da Comissão",,,,pt_BR
"Hélio Duque",associativo,"Comissão da Ordem Econômica","1° Vice-Presidente da Comissão",,,,pt_BR
"Albano Franco",associativo,"Comissão da Ordem Econômica","2° Vice-Presidente da Comissão",,,,pt_BR
"Severo Gomes",associativo,"Comissão da Ordem Econômica","Relator da Comissão",,,,pt_BR
"Dirceu Carneiro",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Irapuam Costa Júnior",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Marcio Lacerda",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Saldanha Derzi",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Antônio Carlos Franco",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Benedicto Monteiro",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Cardoso Alves",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Expedito Júnior",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Gabriel Guerreiro",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Gerson Marcondes",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Gidel Dantas",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Gil César",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Gustavo de Faria",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Ismael Wanderley",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Alysson Paulinelli",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Antonio Ueno",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Assis Canuto",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Edison Lobão",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Maluly Netto",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Gilson Machado",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Jalles Fontoura",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Luiz Marques",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Delfim Netto",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Myriam Portella",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Amaury Muller",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Luiz Salomão",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Irma Passoni",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Afif Domingos",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Mauro Borges",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Aldo Arantes",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Fernando Santanna",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Beth Azize",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Ivo Mainardi",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Jorge Vianna",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"José Ulisses de Oliveira",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Luis Roberto Ponte",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Marcos Lima",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Nyder Barbosa",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Oswaldo Lima Filho",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Paulo Zarzur",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Percival Muniz",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Raquel Capiberibe",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Renato Johnsson",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Rosa Prata",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Santinho Furtado",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Sérgio Naya",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Valter Pereira",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
"Vicente Bogo",associativo,"Comissão da Ordem Econômica","Titular da Comissão",,,,pt_BR
